الترتيب,الرمز,الاسم,القطاع,السعر,التغير_20يوم_%,RSI14,الدرجة,التصنيف,تجميع_ذكي,سيولة_ذكية,تشبع_بيع_وارتداد,اختراق_فني,بنية_الاتجاه,عقوبة_تصريف,أسباب_الاختيار
231,1832,صدر,الخدمات التجارية والمهنية,2.55,2.8,50.9,7.3,⚠️ تصريف/توزيع,2.6,14.7,0.0,5.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.9x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.22) رغم ارتفاع السعر مؤخراً
232,4006,أسواق المزرعة,تجزئة السلع الاستهلاكية,12.38,0.5,46.7,7.2,⚠️ تصريف/توزيع,0.0,11.3,0.0,10.0,0.0,14.1,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.19) رغم ارتفاع السعر مؤخراً
233,4146,جاز,السلع الرأسمالية,16.22,6.2,54.0,7.0,👀 متابعة,1.7,0.0,5.0,5.0,0.0,4.6,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
234,1324,صالح الراشد,المواد الأساسية,38.88,-2.4,42.9,6.8,⚠️ تصريف/توزيع,0.0,12.6,0.8,5.0,0.0,11.7,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.9x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.15) رغم ارتفاع السعر مؤخراً
235,6050,الأسماك,إنتاج الأغذية,63.25,4.2,50.6,6.8,👀 متابعة,10.3,0.2,0.0,0.0,0.0,3.7,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
236,4332,جدوى ريت الحرمين,صناديق ريت,4.8,-0.4,42.5,6.3,👀 متابعة,2.2,6.9,0.4,0.0,0.0,3.2,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.7x | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
237,4072,مجموعة إم بي سي,الإعلام والترفيه,20.5,2.1,45.2,6.3,⚠️ تصريف/توزيع,0.0,10.9,0.0,5.0,0.0,9.7,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.2x | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.12) رغم ارتفاع السعر مؤخراً
238,4150,التعمير,تطوير عقاري,16.13,-0.4,46.4,6.2,⚠️ تصريف/توزيع,1.0,7.2,0.0,5.0,0.0,7.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.08) رغم ارتفاع السعر مؤخراً
239,8170,الاتحاد,التأمين,8.26,18.0,66.4,6.1,⚠️ تصريف/توزيع,0.0,3.7,0.0,5.0,10.0,12.6,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.16) رغم ارتفاع السعر مؤخراً
240,2130,صدق,السلع طويلة الأجل,16.07,-0.6,41.8,5.5,👀 متابعة,1.4,0.3,5.5,0.0,0.0,1.8,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
241,4170,شمس,الخدمات الاستهلاكية,14.64,-2.4,43.0,5.4,⚠️ تصريف/توزيع,0.4,14.2,0.8,5.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.7x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.34) رغم ارتفاع السعر مؤخراً
242,6060,الشرقية للتنمية,إنتاج الأغذية,14.31,1.6,48.6,5.0,⚠️ تصريف/توزيع,15.0,0.0,0.0,0.0,0.0,10.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
243,3008,الكثيري,المواد الأساسية,1.26,-6.0,41.8,4.3,⚠️ تصريف/توزيع,0.0,8.0,6.3,0.0,0.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
244,2300,صناعة الورق,المواد الأساسية,64.7,0.5,54.8,4.3,⚠️ تصريف/توزيع,0.0,4.3,5.0,0.0,10.0,15.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً
245,4003,إكسترا,تجزئة السلع الكمالية,66.25,0.7,48.5,3.1,⚠️ تصريف/توزيع,0.0,12.0,0.0,5.0,0.0,13.9,💧 حجم أيام الصعود أعلى من النزول بنسبة 4.0x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.18) رغم ارتفاع السعر مؤخراً
246,2340,ارتيكس,السلع طويلة الأجل,11.58,-4.4,46.5,2.8,👀 متابعة,0.0,2.8,0.0,0.0,0.0,0.0,لا توجد إشارات
247,4130,درب السعودية,الخدمات المالية,2.21,2.3,51.7,2.8,⚠️ تصريف/توزيع,0.0,0.0,0.0,0.0,10.0,7.2,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
248,2210,نماء للكيماويات,المواد الأساسية,18.74,0.0,29.1,2.5,⚠️ تصريف/توزيع,0.0,0.0,2.5,10.0,0.0,10.0,⏳ تشبع بيع واضح: RSI عند 29 (بانتظار تأكيد الارتداد) | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.0x) - ضغط بيعي
249,2100,وفرة,إنتاج الأغذية,21.17,2.2,49.4,2.5,⚠️ تصريف/توزيع,2.9,4.6,0.0,10.0,0.0,15.0,📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.33) رغم ارتفاع السعر مؤخراً
250,4263,سال,النقل,167.9,-2.9,42.4,2.5,⚠️ تصريف/توزيع,12.1,0.0,0.4,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.14) يدل على تجميع | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
251,4145,أو جي سي,السلع الرأسمالية,24.45,1.1,52.6,2.1,⚠️ تصريف/توزيع,0.0,2.1,5.0,5.0,5.0,15.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً
252,4322,رتال,تطوير عقاري,9.97,-5.0,45.1,2.0,⚠️ تصريف/توزيع,0.0,12.0,0.0,5.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.6x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.25) رغم ارتفاع السعر مؤخراً
253,4012,الأصيل,السلع طويلة الأجل,3.51,-1.1,42.5,1.9,⚠️ تصريف/توزيع,9.1,0.0,1.0,0.0,0.0,8.2,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.08) يدل على تجميع | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
254,8250,جي آي جي,التأمين,32.12,0.1,48.8,1.6,👀 متابعة,0.0,1.6,0.0,0.0,0.0,0.0,لا توجد إشارات
255,3005,أسمنت أم القرى,المواد الأساسية,12.51,-7.1,40.5,1.1,⚠️ تصريف/توزيع,0.0,4.3,1.8,10.0,0.0,15.0,📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.27) رغم ارتفاع السعر مؤخراً
256,2282,نقي,إنتاج الأغذية,56.1,-1.8,45.4,0.6,👀 متابعة,6.1,0.0,0.0,0.0,0.0,5.5,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
257,4339,دراية ريت,صناديق ريت,5.27,-0.4,44.9,0.1,⚠️ تصريف/توزيع,0.0,0.0,0.1,10.0,0.0,10.0,📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
258,4194,محطة البناء,تجزئة السلع الكمالية,41.56,1.4,45.0,0.0,⚠️ تصريف/توزيع,0.0,1.8,0.0,5.0,0.0,21.2,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
259,2010,سابك,المواد الأساسية,50.45,1.2,47.6,0.0,⚠️ تصريف/توزيع,0.0,3.8,5.0,5.0,0.0,15.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.40) رغم ارتفاع السعر مؤخراً
260,1304,اليمامة للحديد,المواد الأساسية,37.92,8.0,48.3,0.0,⚠️ تصريف/توزيع,0.0,3.0,0.0,5.0,0.0,15.0,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً
261,2285,المطاحن العربية,إنتاج الأغذية,42.3,-6.0,35.0,0.0,⚠️ تصريف/توزيع,0.0,0.6,6.6,5.0,0.0,18.6,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.32) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
262,4321,سينومي سنترز,تطوير عقاري,16.28,4.3,52.8,0.0,⚠️ تصريف/توزيع,0.0,7.2,0.0,5.0,0.0,15.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.31) رغم ارتفاع السعر مؤخراً
263,4001,أسواق ع العثيم,تجزئة السلع الاستهلاكية,4.95,-2.4,34.6,0.0,⚠️ تصريف/توزيع,0.0,2.5,4.2,5.0,0.0,15.0,🔄 ارتداد من تشبع بيع: RSI عند 35 ويتجه للصعود | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.54) رغم ارتفاع السعر مؤخراً
264,4160,ثمار,تجزئة السلع الاستهلاكية,34.56,4.2,47.1,0.0,⚠️ تصريف/توزيع,0.7,0.0,0.0,5.0,0.0,8.7,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
265,2081,الخريف,المرافق العامة,101.3,1.3,44.9,0.0,⚠️ تصريف/توزيع,3.9,0.9,0.0,5.0,0.0,14.7,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.11) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
266,4140,صادرات,السلع الرأسمالية,2.29,-0.4,42.4,0.0,⚠️ تصريف/توزيع,0.0,0.0,0.4,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
267,2370,مسك,السلع الرأسمالية,30.92,2.9,46.9,0.0,⚠️ تصريف/توزيع,3.3,0.0,0.0,0.0,0.0,7.2,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
268,3080,أسمنت الشرقية,المواد الأساسية,25.36,0.2,50.5,0.0,⚠️ تصريف/توزيع,0.0,2.3,5.0,5.0,0.0,23.2,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.25) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
269,4342,جدوى ريت السعودية,صناديق ريت,9.7,-4.9,32.8,0.0,⚠️ تصريف/توزيع,0.0,2.2,7.0,0.0,0.0,9.4,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
270,4345,الإنماء ريت للتجزئة,صناديق ريت,4.68,-2.3,46.6,0.0,⚠️ تصريف/توزيع,0.0,0.7,0.0,10.0,0.0,12.9,📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.14) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
